EmployeeNumber,Age,Gender,Attrition,BusinessTravel,Department,JobRole,EducationField,MaritalStatus,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,StandardHours,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
360,34,Male,No,Non-Travel,Customer Support,Unknown,Business Administration,Married,1,3,1,2,80,1400,97,4842,6002,3,2,2,2,Y,No,16,3,4,2,11,1,3,11,9,10,6
1231,29,Female,No,Non-Travel,Sales,Sales Manager,Business Administration,Married,21,3,1,2,80,261,30,9851,3938,3,1,2,9,Y,Yes,14,3,1,1,9,1,3,6,0,4,0
1436,36,Male,No,Travel_Rarely,Product,Product Analyst,Business Administration,Married,12,2,1,4,80,132,69,12298,18702,2,4,2,6,Y,No,11,3,3,1,13,2,3,3,0,3,0
17,29,Female,No,Travel_Rarely,Product,Ux Designer,Information Technology,Married,10,3,1,3,80,306,36,26032,9137,2,3,1,5,Y,No,25,3,3,3,8,4,3,5,1,4,2
334,41,Male,No,Non-Travel,Engineering,Software Engineer,Computer Science,Married,11,3,1,4,80,1249,31,25060,5404,4,2,3,0,Y,No,23,3,2,1,22,3,3,17,11,5,7
1196,44,Male,Yes,Travel_Rarely,Sales,Sales Manager,Marketing,Single,29,1,1,3,80,1138,66,13343,3731,3,2,4,5,Y,Yes,17,3,4,0,22,2,3,14,12,10,8
583,30,Male,No,Non-Travel,Engineering,Engineering Manager,Computer Science,Married,26,2,1,4,80,296,59,17823,6804,3,2,3,5,Y,No,25,3,3,1,11,5,2,4,3,0,0
1406,28,Male,No,Travel_Rarely,Engineering,Devops Engineer,Software Engineering,Married,8,2,1,2,80,798,96,12001,13687,1,5,3,3,Y,No,17,3,3,1,9,1,2,8,0,4,0
1062,40,Male,Yes,Travel_Rarely,Engineering,Software Engineer,Computer Science,Married,16,3,1,0,80,814,45,13846,6199,2,2,4,9,Y,No,22,3,3,1,18,1,3,0,0,0,0
840,40,Female,No,Travel_Rarely,Engineering,Software Engineer,Information Technology,Divorced,8,1,1,2,80,675,73,20942,24178,3,5,4,6,Y,Yes,23,3,1,2,24,4,3,8,1,8,2
628,45,Female,No,Non-Travel,Engineering,Software Engineer,Other,Married,11,3,1,2,80,681,57,14287,9243,2,3,1,2,Y,No,19,4,4,1,25,1,2,9,1,4,3
1376,40,Female,No,Travel_Frequently,Engineering,Engineering Manager,Software Engineering,Married,19,3,1,3,80,756,74,23649,4403,2,1,1,2,Y,No,12,3,4,1,20,2,2,13,7,3,13
324,34,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Business Administration,Divorced,13,4,1,4,80,1437,41,6605,4121,4,1,4,8,Y,No,23,4,2,1,15,4,3,12,9,11,4
825,32,Male,No,Travel_Rarely,Engineering,Engineering Manager,Information Technology,Divorced,5,3,1,1,80,108,32,17533,4661,2,1,3,7,Y,No,25,4,4,3,10,2,3,7,0,6,2
1213,25,Male,No,Travel_Rarely,It Operations,It Manager,Information Technology,Married,3,2,1,0,80,875,89,21997,25000,1,5,3,4,Y,No,12,3,2,1,6,2,4,3,3,3,3
632,40,Female,Yes,Travel_Rarely,Engineering,Qa Engineer,Computer Science,Married,13,3,1,4,80,240,97,14840,3255,3,2,2,8,Y,No,11,3,2,0,24,3,3,2,1,2,1
1028,35,Male,No,Travel_Rarely,Engineering,Engineering Manager,Information Technology,Single,13,3,1,1,80,1185,76,26566,4578,3,3,3,0,Y,No,12,4,3,0,16,2,2,11,1,2,0
1166,41,Male,No,Travel_Rarely,Engineering,Engineering Manager,Computer Science,Single,5,2,1,0,80,527,75,13857,3839,2,1,3,2,Y,No,16,3,3,2,22,5,3,2,0,0,1
779,32,Male,No,Travel_Frequently,Data & Analytics,Data Scientist,Statistics,Single,27,4,1,4,80,857,52,15210,4135,2,1,2,5,Y,No,17,3,4,1,14,4,2,12,5,0,8
1029,34,Female,No,Travel_Rarely,Engineering,Devops Engineer,Other,Married,5,3,1,4,80,1207,54,6750,5794.5,2,2,4,0,Y,No,14,3,3,2,14,2,2,14,9,14,10
856,22,Male,No,Travel_Rarely,It Operations,It Manager,Information Technology,Divorced,14,4,1,3,80,519,86,26190,2731,2,1,2,7,Y,No,15,4,1,0,1,4,3,1,0,0,1
438,20,Female,No,Travel_Rarely,Human Resources,Hr Executive,Business Administration,Single,2,3,1,2,80,438,62,13158,6499,1,3,4,1,Y,Yes,22,3,3,1,0,3,1,0,0,0,0
120,25,Female,Yes,Travel_Rarely,It Operations,It Manager,Information Technology,Single,16,2,1,3,80,691,68,26771,3734,2,1,2,5,Y,Yes,18,3,3,1,2,4,2,0,0,0,0
1049,34,Male,No,Travel_Frequently,Engineering,Qa Engineer,Information Technology,Married,29,2,1,3,80,1138,66,7848,25000,4,5,3,2,Y,Yes,16,3,2,0,17,2,3,17,6,10,15
1154,42,Male,No,Travel_Rarely,Customer Support,Support Team Lead,Information Technology,Single,15,3,1,3,80,105,45,7124,14472,3,4,4,3,Y,No,20,3,3,1,22,3,3,0,0,0,0
791,31,Male,Yes,Non-Travel,Data & Analytics,Bi Analyst,Computer Science,Divorced,26,3,1,1,80,379,96,12806,2347,4,1,3,2,Y,Yes,21,3,3,1,11,3,2,4,3,4,2
342,33,Female,No,Non-Travel,Marketing,Marketing Specialist,Business Administration,Divorced,20,4,1,3,80,380,59,13221,16651,3,5,1,3,Y,No,24,3,4,1,12,2,2,10,0,7,10
816,32,Male,Yes,Travel_Rarely,Sales,Account Manager,Other,Single,6,2,1,2,80,417,59,7780,13699,3,3,1,7,Y,No,17,3,3,0,10,2,1,3,0,0,1
3,35,Male,Yes,Travel_Rarely,Product,Product Manager,Other,Single,21,2,1,1,80,742,65,15891,8740,1,3,2,4,Y,No,19,3,3,1,11,4,3,9,7,7,6
230,23,Female,Yes,Travel_Rarely,Product,Product Manager,Business Administration,Married,3,1,1,1,80,772,85,12714,4527,1,2,2,8,Y,No,17,3,1,2,3,5,2,1,0,0,1
1016,33,Male,Yes,Travel_Rarely,Product,Product Analyst,Computer Science,Married,17,3,1,2,80,1273,31,21445,12898,1,3,2,8,Y,No,19,3,3,1,15,3,3,15,13,6,0
1426,30,Male,Yes,Travel_Rarely,Engineering,Senior Software Engineer,Information Technology,Married,5,2,1,4,80,915,96,26045,15379,3,5,4,9,Y,Yes,24,4,4,0,8,1,1,2,2,1,0
77,32,Male,No,Travel_Rarely,Engineering,Qa Engineer,Software Engineering,Married,26,1,1,4,80,843,58,15691,15130,1,5,2,7,Y,No,22,3,1,1,11,3,4,6,6,1,5
1370,33,Male,No,Travel_Rarely,Human Resources,Hr Manager,Business Administration,Single,24,3,1,4,80,838,61,8352,19434,4,4,1,4,Y,No,11,3,4,3,12,3,2,6,5,3,6
1413,25,Male,No,Travel_Rarely,Sales,Sales Manager,Computer Science,Married,17,3,1,1,80,254,97,21485,12419,1,3,4,8,Y,Yes,15,3,1,0,2,1,2,0,0,0,0
1198,33,Male,No,Travel_Rarely,Product,Product Analyst,Computer Science,Divorced,22,3,1,3,80,1019,68,17283,3808,1,2,4,5,Y,Yes,19,3,3,0,13,2,3,12,0,0,5
372,35,Female,Yes,Travel_Rarely,Engineering,Software Engineer,Electrical Engineering,Married,16,2,1,1,80,1017,68,13875,17925,3,5,3,7,Y,No,20,3,3,1,18,2,3,5,5,3,3
181,31,Male,No,Travel_Rarely,Customer Support,Customer Support Specialist,Business Administration,Divorced,22,3,1,4,80,826,52,14234,9906,4,3,3,0,Y,No,15,3,3,0,14,3,3,10,1,10,7
1319,33,Male,Yes,Travel_Frequently,Sales,Sales Executive,Marketing,Single,28,4,1,4,80,408,64,5650,2740,2,2,4,0,Y,No,20,3,1,0,16,2,2,6,4,0,3
1456,20,Male,Yes,Travel_Rarely,Engineering,Software Engineer,Information Technology,Divorced,18,2,1,2,80,1344,38,14804,4053,2,1,1,7,Y,Yes,19,3,2,2,0,1,3,0,0,0,0
942,51,Female,Yes,Travel_Rarely,Engineering,Engineering Manager,Information Technology,Divorced,3,4,1,2,80,1242,38,14739,8574,1,2,1,6,Y,Yes,16,4,1,2,31,4,3,7,7,1,5
578,24,Male,Yes,Travel_Rarely,Engineering,Devops Engineer,Computer Science,Single,7,3,1,2,80,671,87,18461,3787,2,1,4,3,Y,Yes,18,3,3,0,3,4,1,2,1,2,1
820,34,Female,Yes,Travel_Rarely,Product,Product Manager,Information Technology,Single,2,4,1,1,80,648,97,8995,3313,4,1,1,6,Y,Yes,22,3,3,3,12,3,3,7,7,7,1
1086,29,Male,Yes,Non-Travel,Engineering,Qa Engineer,Electrical Engineering,Divorced,8,3,1,3,80,1125,59,5089,4439,1,1,2,1,Y,Yes,21,3,4,0,11,3,2,0,0,0,0
1103,38,Male,No,Travel_Rarely,Engineering,Engineering Manager,Information Technology,Single,23,3,1,2,80,649,53,17635,2559,3,1,2,9,Y,No,16,3,3,0,20,2,3,4,3,2,3
1276,34,Male,Yes,Non-Travel,Human Resources,Hr Executive,Other,Married,10,1,1,4,80,1280,97,3739,5274,1,2,1,6,Y,No,21,3,4,0,12,1,3,1,1,1,0
1267,23,Female,Yes,Travel_Rarely,Product,Product Analyst,Computer Science,Married,29,1,1,3,80,974,55,22950,6046,4,2,4,4,Y,No,16,3,1,1,2,1,3,0,0,0,0
1017,44,Female,No,Travel_Rarely,Marketing,Digital Marketing Manager,Marketing,Married,11,4,1,3,80,484,88,10738,5794.5,1,2,2,0,Y,No,13,3,2,0,22,1,3,14,2,13,2
590,33,Male,No,Travel_Frequently,Engineering,Senior Software Engineer,Computer Science,Married,5,2,1,4,80,279,54,15164,4481,1,2,1,9,Y,No,11,3,2,1,14,2,4,5,4,4,0
887,39,Female,No,Travel_Rarely,Sales,Sales Executive,Business Administration,Married,5,3,1,1,80,1309,70,2396,8537,4,3,1,1,Y,No,20,3,3,1,20,5,2,20,15,10,6
1144,38,Male,Yes,Non-Travel,Engineering,Engineering Manager,Software Engineering,Single,17,2,1,3,80,612,74,9336,15582,2,4,3,8,Y,Yes,15,3,1,1,21,2,2,13,9,7,0
786,31,Male,No,Travel_Rarely,Engineering,Devops Engineer,Other,Married,1,3,1,2,80,1013,56,20547,5898,4,2,1,8,Y,No,22,4,3,3,14,2,2,8,1,5,6
1455,29,Male,No,Travel_Rarely,Engineering,Engineering Manager,Software Engineering,Divorced,10,4,1,3,80,1044,52,21203,7743,1,2,3,5,Y,No,19,3,1,0,5,3,2,5,1,4,5
312,34,Male,Yes,Travel_Rarely,Engineering,Senior Software Engineer,Software Engineering,Single,17,4,1,0,80,1176,93,14398,7499,2,3,2,7,Y,Yes,21,3,2,0,14,2,2,14,4,5,7
1190,25,Male,Yes,Travel_Frequently,Product,Product Manager,Computer Science,Divorced,5,3,1,2,80,1340,81,22585,7075,4,3,3,2,Y,Yes,15,3,2,1,5,3,2,4,1,1,0
302,40,Male,No,Travel_Rarely,Product,Product Manager,Computer Science,Single,3,2,1,3,80,525,54,10118,5077,2,2,3,0,Y,No,15,3,3,1,21,2,3,4,4,4,1
723,31,Female,Yes,Travel_Frequently,Customer Support,Support Team Lead,Information Technology,Married,29,3,1,1,80,1409,84,8896,3527,4,1,3,3,Y,No,19,4,4,1,8,3,3,6,5,6,5
690,43,Female,No,Travel_Frequently,Engineering,Software Engineer,Software Engineering,Single,20,3,1,2,80,1451,72,12773,14366,1,5,4,4,Y,Unknown,21,3,1,2,25,0,3,0,0,0,0
813,33,Male,Yes,Travel_Rarely,Sales,Sales Manager,Business Administration,Single,16,3,1,3,80,1250,83,7738,3425,3,1,3,9,Y,Yes,16,4,3,0,11,5,3,6,3,3,0
38,36,Male,No,Travel_Rarely,Engineering,Devops Engineer,Electrical Engineering,Divorced,27,4,1,2,80,441,44,23474,6261,3,2,4,1,Y,No,16,3,3,1,17,3,3,17,4,3,12
354,38,Female,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Business Administration,Married,7,4,1,2,80,791,78,26449,5236,4,2,4,7,Y,No,24,3,4,1,18,3,4,17,13,3,12
1362,31,Male,No,Travel_Rarely,Engineering,Qa Engineer,Electrical Engineering,Divorced,8,4,1,3,80,791,95,8240,4953,1,2,2,2,Y,Yes,14,4,4,0,7,3,3,3,2,3,3
715,43,Male,Yes,Non-Travel,Sales,Sales Executive,Marketing,Married,14,4,1,3,80,160,55,10114,20971,2,5,3,8,Y,Yes,18,3,2,1,21,2,3,16,12,12,11
237,36,Male,No,Non-Travel,Sales,Sales Manager,Other,Married,21,3,1,3,80,364,49,25831,10657,1,3,1,8,Y,No,14,3,1,3,17,3,3,10,9,2,2
1238,42,Female,Yes,Travel_Rarely,Customer Support,Customer Support Specialist,Information Technology,Single,20,4,1,2,80,1347,54,17484,25000,4,5,1,3,Y,Yes,16,3,3,1,19,3,2,16,7,0,5
963,36,Female,No,Travel_Rarely,Data & Analytics,Data Scientist,Information Technology,Single,5,2,1,3,80,877,93,16720,3661,2,1,3,9,Y,No,20,3,3,2,14,6,2,0,0,0,0
1134,35,Male,Yes,Travel_Rarely,Sales,Account Manager,Business Administration,Married,9,3,1,4,80,523,43,6179,4821,4,2,2,7,Y,No,15,3,4,0,15,4,2,11,8,2,9
730,30,Male,No,Travel_Rarely,Sales,Account Manager,Other,Married,21,4,1,1,80,556,31,2377,3186,1,1,2,0,Y,No,20,3,1,0,12,2,3,7,1,0,2
1223,33,Male,Yes,Non-Travel,Engineering,Senior Software Engineer,Electrical Engineering,Single,12,2,1,3,80,941,70,15799,6899,2,2,1,0,Y,No,17,3,3,2,10,2,2,9,8,1,9
986,35,Male,No,Travel_Frequently,Sales,Sales Manager,Marketing,Married,24,4,1,2,80,252,49,5316,5682,4,2,3,0,Y,No,21,3,4,1,15,2,3,12,0,10,12
500,38,Male,Yes,Travel_Rarely,Sales,Account Manager,Marketing,Single,4,4,1,1,80,187,87,23091,2770,2,1,1,8,Y,No,11,4,3,1,20,2,2,4,0,3,2
1225,32,Male,No,Travel_Rarely,Product,Product Analyst,Information Technology,Married,23,3,1,2,80,181,54,19610,3029,2,1,1,5,Y,Yes,19,3,4,2,16,2,3,10,7,10,5
554,24,Female,No,Travel_Rarely,Marketing,Digital Marketing Manager,Other,Married,5,4,1,1,80,1156,70,25235,4606,2,2,1,7,Y,No,20,4,4,0,31,1,3,6,6,1,6
56,33,Male,No,Travel_Rarely,Customer Support,Customer Support Specialist,Other,Single,12,3,1,4,80,1428,36,13710,18323,1,4,4,2,Y,No,19,3,4,1,11,6,3,0,0,0,0
303,45,Male,No,Travel_Rarely,Sales,Account Manager,Other,Divorced,26,4,1,3,80,1213,72,12639,3718,2,1,2,9,Y,No,17,3,4,0,24,1,2,20,15,19,15
795,36,Male,No,Travel_Rarely,Engineering,Devops Engineer,Information Technology,Married,20,3,1,1,80,424,47,4539,3544,1,1,2,4,Y,No,11,3,2,1,17,2,3,9,7,3,9
287,39,Female,Yes,Travel_Rarely,Engineering,Devops Engineer,Computer Science,Married,9,2,1,1,80,728,54,8031,11416,2,3,1,3,Y,Yes,11,3,4,0,19,2,2,18,12,14,4
1131,40,Female,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Other,Single,16,3,1,0,80,1244,66,20330,24807,4,5,3,3,Y,No,15,4,4,0,20,6,1,20,4,4,1
220,27,Male,No,Travel_Rarely,Engineering,Engineering Manager,Software Engineering,Unknown,21,2,1,4,80,933,52,18539,6289,2,3,4,2,Y,No,14,3,2,0,6,3,3,3,0,1,3
901,60,Male,No,Travel_Rarely,Engineering,Engineering Manager,Electrical Engineering,Married,5,2,1,2,80,385,87,23980,4787,4,1,1,8,Y,Yes,18,3,1,3,40,3,3,30,21,22,28
991,28,Male,No,Travel_Rarely,Engineering,Devops Engineer,Software Engineering,Married,2,3,1,2,80,1426,77,23830,6845,3,3,2,2,Y,Yes,23,3,4,1,10,2,3,3,0,0,3
1250,28,Female,Yes,Travel_Frequently,Sales,Sales Executive,Business Administration,Married,15,3,1,1,80,194,51,22166,5352,2,1,1,0,Y,Yes,22,3,3,0,11,3,3,4,3,3,4
935,39,Female,No,Travel_Frequently,Engineering,Devops Engineer,Software Engineering,Single,3,4,1,3,80,854,73,7434,10154,1,3,2,6,Y,No,25,3,4,3,16,2,2,8,6,3,2
388,31,Male,No,Travel_Frequently,Marketing,Content Strategist,Other,Married,2,3,1,0,80,805,42,20033,7698,3,2,3,8,Y,Unknown,21,3,3,1,11,1,3,8,8,7,5
305,38,Male,No,Travel_Rarely,Product,Product Manager,Other,Married,28,4,1,3,80,1060,75,16347,3160,4,1,3,7,Y,No,11,4,3,1,17,2,2,17,12,4,7
391,35,Female,Yes,Travel_Rarely,Sales,Sales Executive,Business Administration,Married,16,4,1,2,80,887,51,4993,3008,1,1,1,3,Y,Yes,25,3,2,0,15,5,3,12,2,3,2
1018,55,Male,No,Travel_Rarely,Engineering,Qa Engineer,Other,Single,18,1,1,3,80,198,40,13471,6318,1,2,3,2,Y,No,19,3,2,3,34,4,3,7,5,6,7
353,25,Male,Yes,Travel_Frequently,Marketing,Marketing Specialist,Business Administration,Married,13,2,1,3,80,1107,57,8124,14540,4,3,3,4,Y,Yes,24,4,1,1,8,2,3,0,0,0,0
194,31,Male,No,Travel_Rarely,Engineering,Software Engineer,Electrical Engineering,Married,27,4,1,3,80,1325,82,11287,9524,1,3,3,5,Y,No,13,3,3,0,10,4,2,8,4,8,5
236,34,Male,Yes,Travel_Rarely,Customer Support,Support Team Lead,Computer Science,Divorced,11,4,1,4,80,1002,32,12385,8013,4,3,2,4,Y,No,12,3,4,1,17,4,4,11,7,3,5
1360,22,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Other,Married,22,4,1,3,80,761,34,22668,10453,1,3,4,9,Y,No,25,3,1,0,4,1,3,3,3,2,3
695,39,Female,No,Travel_Frequently,Engineering,Devops Engineer,Electrical Engineering,Married,13,3,1,1,80,1105,86,11490,9365,2,3,4,5,Y,Yes,12,3,4,0,21,3,3,13,5,6,8
481,34,Male,No,Travel_Rarely,Product,Product Manager,Information Technology,Married,19,4,1,3,80,330,94,17436,9515,4,3,2,7,Y,No,12,4,3,3,16,5,4,6,6,0,6
568,41,Female,Yes,Travel_Frequently,Engineering,Engineering Manager,Other,Single,15,4,1,1,80,1109,96,6482,8594,3,2,1,9,Y,No,17,3,4,1,22,3,3,14,14,8,1
117,36,Male,Yes,Travel_Frequently,Marketing,Content Strategist,Other,Married,25,3,1,1,80,688,46,6433,23864,2,4,4,1,Y,Yes,23,3,4,1,18,1,3,17,14,0,11
1178,37,Male,Yes,Non-Travel,Engineering,Senior Software Engineer,Software Engineering,Single,24,4,1,1,80,689,78,22121,7064,4,2,2,0,Y,No,16,3,2,1,16,1,3,16,4,1,7
654,30,Male,No,Travel_Frequently,Marketing,Digital Marketing Manager,Other,Single,17,4,1,1,80,737,55,13437,5534,4,1,2,8,Y,No,20,3,2,0,7,1,2,4,1,4,2
1243,32,Female,No,Travel_Rarely,Engineering,Senior Software Engineer,Electrical Engineering,Married,15,3,1,1,80,343,85,10133,12250,3,3,4,6,Y,No,25,4,3,1,16,0,3,14,13,2,14
1439,20,Female,Yes,Travel_Frequently,Customer Support,Technical Support Engineer,Other,Married,21,4,1,1,80,899,51,11976,4448,4,1,1,1,Y,Yes,25,3,1,1,2,2,2,1,1,0,1
758,45,Male,No,Travel_Rarely,Engineering,Engineering Manager,Other,Single,9,4,1,2,80,1139,44,11177,6474,2,2,4,2,Y,No,11,3,3,1,23,5,2,0,0,0,0
445,46,Male,No,Travel_Frequently,Engineering,Software Engineer,Other,Married,13,1,1,1,80,831,45,9809,21060,2,4,1,4,Y,No,15,3,1,3,27,1,1,26,3,14,7
1157,27,Male,No,Non-Travel,Data & Analytics,Data Analyst,Information Technology,Single,15,3,1,0,80,1212,67,2612,5649,2,2,4,4,Y,No,15,3,1,1,5,3,2,0,0,0,0
121,45,Female,No,Travel_Frequently,Sales,Sales Manager,Marketing,Single,29,3,1,4,80,846,42,4327,3897,2,1,4,5,Y,Yes,14,3,1,1,25,1,2,13,3,9,1
1139,33,Male,Yes,Non-Travel,Data & Analytics,Data Analyst,Statistics,Single,2,3,1,2,80,512,53,15229,10595,1,3,1,7,Y,Yes,23,4,3,2,16,2,3,15,10,9,10
1273,20,Male,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Other,Married,7,4,1,4,80,358,76,5949,10728,3,3,3,9,Y,No,13,3,2,2,2,2,3,1,0,1,1
1224,39,Male,No,Travel_Frequently,Marketing,Marketing Specialist,Marketing,Single,15,2,1,2,80,989,96,26484,6875,1,2,2,4,Y,No,20,3,3,1,18,2,2,6,3,6,2
63,40,Female,Yes,Travel_Rarely,Human Resources,Hr Manager,Human Resources,Married,28,4,1,2,80,713,79,24473,21210,4,4,2,5,Y,No,22,3,2,0,24,1,3,19,6,10,7
744,43,Male,No,Travel_Frequently,Customer Support,Customer Support Specialist,Other,Married,24,3,1,0,80,687,74,26523,16912,3,4,2,8,Y,Unknown,23,3,2,2,22,3,2,4,1,4,1
1366,37,Male,No,Travel_Rarely,Engineering,Engineering Manager,Other,Married,28,3,1,1,80,695,86,15268,3899,1,1,2,1,Y,No,14,3,2,0,18,0,2,1,1,0,0
454,35,Male,No,Non-Travel,Human Resources,Hr Manager,Business Administration,Married,7,3,1,1,80,619,43,13634,2691,4,1,3,7,Y,No,24,3,3,0,16,5,1,0,0,0,0
1389,33,Female,Yes,Travel_Rarely,Engineering,Senior Software Engineer,Other,Single,23,3,1,2,80,577,80,21217,3367,2,1,3,8,Y,Yes,22,3,3,0,14,3,3,5,3,1,1
927,29,Male,No,Travel_Frequently,Sales,Sales Executive,Unknown,Married,23,3,1,4,80,476,82,8247,9152,4,3,1,7,Y,Yes,18,3,4,1,7,2,3,3,1,3,0
516,34,Female,No,Travel_Frequently,Customer Support,Customer Support Specialist,Other,Single,26,2,1,2,80,195,70,11032,15952,2,5,2,8,Y,No,15,4,4,0,14,1,4,13,0,11,1
571,32,Male,No,Travel_Frequently,Sales,Sales Manager,Business Administration,Married,20,4,1,4,80,319,43,12599,9027,4,3,4,4,Y,No,13,3,1,1,12,2,3,8,6,1,6
224,34,Female,No,Travel_Rarely,Data & Analytics,Data Scientist,Information Technology,Married,28,4,1,4,80,1197,99,14945,4858,2,2,4,8,Y,No,17,4,2,0,14,2,3,6,2,2,0
1261,33,Male,No,Travel_Rarely,Product,Product Analyst,Other,Divorced,1,3,1,1,80,409,57,13566,2518,4,1,2,2,Y,No,21,3,2,0,14,2,3,1,0,1,1
614,30,Female,Yes,Travel_Frequently,Data & Analytics,Data Analyst,Information Technology,Divorced,4,3,1,1,80,460,60,9381,21042,1,5,2,8,Y,Yes,24,3,2,2,7,3,4,1,0,1,1
844,24,Female,Yes,Travel_Rarely,It Operations,Unknown,Other,Divorced,1,4,1,1,80,943,49,2113,20085,1,4,2,8,Y,No,15,3,2,0,5,3,3,1,0,1,0
53,41,Male,Yes,Travel_Rarely,Product,Product Manager,Business Administration,Married,28,4,1,3,80,964,45,23821,2259,2,1,3,9,Y,Yes,18,3,1,2,23,3,3,9,1,8,9
1359,36,Male,No,Travel_Rarely,Engineering,Unknown,Unknown,Married,21,3,1,3,80,824,36,14704,4434,3,2,3,7,Y,Yes,20,3,2,1,15,2,2,14,9,14,1
486,30,Male,Yes,Travel_Rarely,Marketing,Content Strategist,Other,Single,4,4,1,4,80,1320,56,7746,8500,3,2,1,6,Y,No,17,3,1,3,9,1,2,1,0,1,0
1410,33,Male,No,Travel_Frequently,Data & Analytics,Bi Analyst,Data Science,Married,15,3,1,1,80,906,94,24646,2337,3,1,3,9,Y,Yes,20,3,3,0,14,6,2,8,7,3,2
819,20,Male,No,Travel_Rarely,Engineering,Engineering Manager,Other,Married,1,3,1,4,80,999,84,6724,6526,4,2,4,1,Y,No,15,3,3,0,0,2,3,0,0,0,0
156,21,Female,No,Travel_Rarely,Engineering,Senior Software Engineer,Computer Science,Divorced,18,4,1,3,80,525,53,7771,3706,4,1,2,7,Y,No,24,3,1,1,1,2,3,0,0,0,0
601,23,Male,No,Travel_Frequently,Sales,Account Manager,Marketing,Single,17,4,1,4,80,522,68,7206,11762,3,3,2,9,Y,Yes,24,3,1,0,0,1,2,0,0,0,0
1278,48,Female,Yes,Travel_Rarely,Product,Product Manager,Information Technology,Married,27,4,1,2,80,1127,49,19867,14388,2,4,2,4,Y,No,18,4,1,2,30,3,4,17,16,9,2
249,34,Female,No,Travel_Rarely,Engineering,Senior Software Engineer,Computer Science,Married,24,3,1,2,80,1145,81,21572,5567,3,2,1,7,Y,No,17,3,1,1,14,2,2,14,3,10,13
762,37,Male,No,Travel_Rarely,Sales,Sales Manager,Other,Married,33,3,1,3,80,157,58,6939,4339,4,1,1,9,Y,Yes,14,3,1,0,15,3,4,12,6,3,8
1348,41,Male,No,Travel_Rarely,Engineering,Software Engineer,Information Technology,Divorced,13,3,1,3,80,1082,59,5227,3465,3,2,2,2,Y,Unknown,24,3,1,2,20,1,2,9,9,1,0
543,32,Female,No,Travel_Rarely,Human Resources,Unknown,Business Administration,Divorced,6,2,1,2,80,643,45,13543,4483,1,1,1,5,Y,Yes,20,4,4,0,12,3,4,3,2,3,3
794,39,Female,No,Travel_Rarely,Sales,Sales Executive,Computer Science,Single,11,5,1,1,80,982,63,8425,9645,2,3,3,7,Y,No,16,3,1,1,19,4,2,6,6,3,2
1077,22,Female,Yes,Travel_Rarely,Engineering,Devops Engineer,Software Engineering,Single,20,3,1,4,80,656,84,5574,6300,3,2,1,6,Y,Yes,19,3,2,3,0,4,0,0,0,0,0
629,30,Male,No,Travel_Rarely,Customer Support,Technical Support Engineer,Computer Science,Married,24,5,1,2,80,1436,61,25015,2592,3,1,4,2,Y,No,12,3,3,1,7,3,3,5,0,4,1
151,40,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Business Administration,Single,16,4,1,3,80,1329,78,23809,11946,3,4,1,3,Y,No,24,3,3,0,22,1,4,2,1,1,0
292,41,Male,No,Travel_Rarely,Sales,Sales Manager,Unknown,Single,23,4,1,1,80,270,94,14246,3627,2,1,3,2,Y,No,21,3,1,0,18,2,3,11,10,7,6
382,35,Male,Yes,Travel_Rarely,Sales,Sales Executive,Other,Single,24,2,1,1,80,557,43,16252,15828,4,4,3,0,Y,Yes,11,3,2,1,16,1,2,13,3,2,0
687,32,Male,No,Travel_Rarely,Data & Analytics,Data Analyst,Computer Science,Divorced,25,3,1,3,80,801,48,21500,3364,1,1,4,4,Y,Yes,22,3,3,2,13,2,3,0,0,0,0
898,37,Male,No,Travel_Rarely,Engineering,Engineering Manager,Computer Science,Married,3,2,1,1,80,321,36,11481,2522,4,1,1,7,Y,No,21,4,4,2,17,3,3,4,4,3,2
855,21,Male,Yes,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Other,Divorced,29,2,1,3,80,520,60,4328,2745,2,1,2,4,Y,No,16,3,1,2,0,3,2,0,0,0,0
450,39,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Marketing,Divorced,26,3,1,2,80,821,55,21536,4286,2,1,1,2,Y,Yes,21,3,1,0,21,4,3,16,7,5,12
1128,34,Female,No,Travel_Rarely,Engineering,Qa Engineer,Software Engineering,Single,1,2,1,4,80,1281,60,21333,2773,2,1,4,2,Y,No,25,3,3,0,12,2,3,0,0,0,0
1248,25,Female,No,Travel_Rarely,It Operations,It Manager,Information Technology,Single,5,3,1,1,80,129,85,11045,25000,3,5,4,0,Y,Yes,15,3,2,0,7,2,2,5,5,1,5
